Class,Subdivision,Order,Family,Genus,Species,spp,Subpop.,Total,Infected,Pool.Size,Bacterium,Paper,AT,id
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Hypolimnas,bolina,Hypolimnasbolina,NA,48,47,1,Wolbachia,Charlat06,terrestrial,Hypolimnasbolina4847Charlat06
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Hypolimnas,bolina,Hypolimnasbolina,NA,327,176,1,Wolbachia,Charlat06,terrestrial,Hypolimnasbolina327176Charlat06
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Hypolimnas,bolina,Hypolimnasbolina,NA,97,94,1,Wolbachia,Charlat06,terrestrial,Hypolimnasbolina9794Charlat06
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Hypolimnas,bolina,Hypolimnasbolina,NA,94,41,1,Wolbachia,Charlat06,terrestrial,Hypolimnasbolina9441Charlat06
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Hypolimnas,bolina,Hypolimnasbolina,NA,39,28,1,Wolbachia,Charlat06,terrestrial,Hypolimnasbolina3928Charlat06
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Hypolimnas,bolina,Hypolimnasbolina,NA,16,11,1,Wolbachia,Charlat06,terrestrial,Hypolimnasbolina1611Charlat06
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Hypolimnas,bolina,Hypolimnasbolina,NA,10,0,1,Wolbachia,Charlat06,terrestrial,Hypolimnasbolina100Charlat06
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Hypolimnas,bolina,Hypolimnasbolina,NA,14,3,1,Wolbachia,Charlat06,terrestrial,Hypolimnasbolina143Charlat06
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Hypolimnas,bolina,Hypolimnasbolina,NA,10,1,1,Wolbachia,Charlat06,terrestrial,Hypolimnasbolina101Charlat06
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Hypolimnas,bolina,Hypolimnasbolina,NA,43,6,1,Wolbachia,Charlat06,terrestrial,Hypolimnasbolina436Charlat06
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Hypolimnas,bolina,Hypolimnasbolina,NA,31,5,1,Wolbachia,Charlat06,terrestrial,Hypolimnasbolina315Charlat06
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Hypolimnas,bolina,Hypolimnasbolina,NA,52,0,1,Wolbachia,Charlat06,terrestrial,Hypolimnasbolina520Charlat06
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Hypolimnas,bolina,Hypolimnasbolina,NA,38,20,1,Wolbachia,Charlat06,terrestrial,Hypolimnasbolina3820Charlat06
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Hypolimnas,bolina,Hypolimnasbolina,NA,24,13,1,Wolbachia,Charlat06,terrestrial,Hypolimnasbolina2413Charlat06
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Hypolimnas,bolina,Hypolimnasbolina,NA,6,5,1,Wolbachia,Charlat06,terrestrial,Hypolimnasbolina65Charlat06
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Hypolimnas,bolina,Hypolimnasbolina,NA,12,10,1,Wolbachia,Charlat06,terrestrial,Hypolimnasbolina1210Charlat06
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Hypolimnas,bolina,Hypolimnasbolina,NA,55,55,1,Wolbachia,Charlat06,terrestrial,Hypolimnasbolina5555Charlat06
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Hypolimnas,bolina,Hypolimnasbolina,NA,3,3,1,Wolbachia,Charlat09,terrestrial,Hypolimnasbolina33Charlat09
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Hypolimnas,bolina,Hypolimnasbolina,NA,1,1,1,Wolbachia,Charlat09,terrestrial,Hypolimnasbolina11Charlat09
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Hypolimnas,bolina,Hypolimnasbolina,NA,1,1,1,Wolbachia,Charlat09,terrestrial,Hypolimnasbolina11Charlat09
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Hypolimnas,bolina,Hypolimnasbolina,NA,2,2,1,Wolbachia,Charlat09,terrestrial,Hypolimnasbolina22Charlat09
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Hypolimnas,bolina,Hypolimnasbolina,NA,8,0,1,Wolbachia,Charlat09,terrestrial,Hypolimnasbolina80Charlat09
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Hypolimnas,bolina,Hypolimnasbolina,NA,11,3,1,Wolbachia,Charlat09,terrestrial,Hypolimnasbolina113Charlat09
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Hypolimnas,bolina,Hypolimnasbolina,NA,9,1,1,Wolbachia,Charlat09,terrestrial,Hypolimnasbolina91Charlat09
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Hypolimnas,bolina,Hypolimnasbolina,NA,16,6,1,Wolbachia,Charlat09,terrestrial,Hypolimnasbolina166Charlat09
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Hypolimnas,bolina,Hypolimnasbolina,NA,13,5,1,Wolbachia,Charlat09,terrestrial,Hypolimnasbolina135Charlat09
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Hypolimnas,bolina,Hypolimnasbolina,NA,8,0,1,Wolbachia,Charlat09,terrestrial,Hypolimnasbolina80Charlat09
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Hypolimnas,bolina,Hypolimnasbolina,NA,19,10,1,Wolbachia,Charlat09,terrestrial,Hypolimnasbolina1910Charlat09
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Hypolimnas,bolina,Hypolimnasbolina,NA,22,2,1,Wolbachia,Charlat09,terrestrial,Hypolimnasbolina222Charlat09
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Hypolimnas,bolina,Hypolimnasbolina,NA,4,2,1,Wolbachia,Charlat09,terrestrial,Hypolimnasbolina42Charlat09
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Hypolimnas,bolina,Hypolimnasbolina,NA,3,3,1,Wolbachia,Charlat09,terrestrial,Hypolimnasbolina33Charlat09
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Hypolimnas,bolina,Hypolimnasbolina,NA,18,10,1,Wolbachia,Charlat09,terrestrial,Hypolimnasbolina1810Charlat09
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Hypolimnas,bolina,Hypolimnasbolina,NA,6,6,1,Wolbachia,Charlat09,terrestrial,Hypolimnasbolina66Charlat09
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Hypolimnas,bolina,Hypolimnasbolina,NA,9,6,1,Wolbachia,Charlat09,terrestrial,Hypolimnasbolina96Charlat09
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Hypolimnas,bolina,Hypolimnasbolina,NA,12,11,1,Wolbachia,Charlat09,terrestrial,Hypolimnasbolina1211Charlat09
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Hypolimnas,bolina,Hypolimnasbolina,NA,12,12,1,Wolbachia,Charlat09,terrestrial,Hypolimnasbolina1212Charlat09
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Hypolimnas,bolina,Hypolimnasbolina,NA,2,2,1,Wolbachia,Charlat09,terrestrial,Hypolimnasbolina22Charlat09
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Hypolimnas,bolina,Hypolimnasbolina,NA,2,2,1,Wolbachia,Charlat09,terrestrial,Hypolimnasbolina22Charlat09
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Hypolimnas,bolina,Hypolimnasbolina,NA,21,12,1,Wolbachia,Charlat09,terrestrial,Hypolimnasbolina2112Charlat09
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Hypolimnas,bolina,Hypolimnasbolina,NA,18,12,1,Wolbachia,Charlat09,terrestrial,Hypolimnasbolina1812Charlat09
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Hypolimnas,bolina,Hypolimnasbolina,NA,10,10,1,Wolbachia,Charlat09,terrestrial,Hypolimnasbolina1010Charlat09
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Hypolimnas,bolina,Hypolimnasbolina,NA,26,16,1,Wolbachia,Charlat09,terrestrial,Hypolimnasbolina2616Charlat09
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Hypolimnas,bolina,Hypolimnasbolina,NA,10,10,1,Wolbachia,Charlat09,terrestrial,Hypolimnasbolina1010Charlat09
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Hypolimnas,bolina,Hypolimnasbolina,NA,10,10,1,Wolbachia,Charlat09,terrestrial,Hypolimnasbolina1010Charlat09
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Hypolimnas,bolina,Hypolimnasbolina,NA,22,10,1,Wolbachia,Charlat09,terrestrial,Hypolimnasbolina2210Charlat09
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Hypolimnas,bolina,Hypolimnasbolina,NA,43,21,1,Wolbachia,Dyson02,terrestrial,Hypolimnasbolina4321Dyson02
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Hypolimnas,bolina,Hypolimnasbolina,NA,24,24,1,Wolbachia,Dyson02,terrestrial,Hypolimnasbolina2424Dyson02
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Hypolimnas,bolina,Hypolimnasbolina,NA,37,36,1,Wolbachia,Dyson04,terrestrial,Hypolimnasbolina3736Dyson04
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Hypolimnas,bolina,Hypolimnasbolina,NA,260,255,1,Wolbachia,Dyson04,terrestrial,Hypolimnasbolina260255Dyson04
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Hypolimnas,bolina,Hypolimnasbolina,NA,52,52,1,Wolbachia,Mitsuhashi11,terrestrial,Hypolimnasbolina5252Mitsuhashi11
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Hypolimnas,bolina,Hypolimnasbolina,NA,7,3,1,Wolbachia,Salunke12,terrestrial,Hypolimnasbolina73Salunke12
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Hypolimnas,bolina,Hypolimnasbolina,NA,4,4,1,Wolbachia,Tagami04,terrestrial,Hypolimnasbolina44Tagami04
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Hypolimnas,misippus,Hypolimnasmisippus,NA,4,0,1,Wolbachia,Salunke12,terrestrial,Hypolimnasmisippus40Salunke12
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Ideopsis,similis,Ideopsissimilis,NA,4,4,1,Wolbachia,Tagami04,terrestrial,Ideopsissimilis44Tagami04
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Ithomia,iphianassa,Ithomiaiphianassa,Ithomiini,1,1,1,Wolbachia,Russell12_Russell09,terrestrial,Ithomiaiphianassa11Russell12_Russell09
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Junonia,almana,Junoniaalmana,NA,1,0,1,Wolbachia,Salunke12,terrestrial,Junoniaalmana10Salunke12
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Junonia,almana,Junoniaalmana,NA,1,1,1,Wolbachia,Tagami04,terrestrial,Junoniaalmana11Tagami04
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Junonia,arithya,Junoniaarithya,NA,1,0,1,Wolbachia,Salunke12,terrestrial,Junoniaarithya10Salunke12
Insecta,Endopterygota,Coleoptera,Scarabaeidae,Scarabaeus,sp.,Scarabaeussp.,NA,1,0,1,Wolbachia,Weeks03,terrestrial,Scarabaeussp.10Weeks03
Insecta,Endopterygota,Coleoptera,Carabidae,Scarites,sp.,Scaritessp.,NA,3,0,1,Wolbachia,Kittayapong03,terrestrial,Scaritessp.30Kittayapong03
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Junonia,hierta,Junoniahierta,NA,1,0,1,Wolbachia,Salunke12,terrestrial,Junoniahierta10Salunke12
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Junonia,lemonias,Junonialemonias,NA,3,1,1,Wolbachia,Salunke12,terrestrial,Junonialemonias31Salunke12
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Junonia,orithya,Junoniaorithya,NA,4,1,1,Wolbachia,Tagami04,terrestrial,Junoniaorithya41Tagami04
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Kallimoides,rumia,Kallimoidesrumia,NA,1,0,1,Wolbachia,Russell12_Russell09,terrestrial,Kallimoidesrumia10Russell12_Russell09
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Lethe,europa,Letheeuropa,NA,1,0,1,Wolbachia,Salunke12,terrestrial,Letheeuropa10Salunke12
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Libythea,celtis,Libytheaceltis,NA,2,1,1,Wolbachia,Tagami04,terrestrial,Libytheaceltis21Tagami04
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Limenitis,camilla,Limenitiscamilla,NA,1,0,1,Wolbachia,Tagami04,terrestrial,Limenitiscamilla10Tagami04
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Maniola,jurtina,Maniolajurtina,Satyrini,1,0,1,Wolbachia,Russell12_Russell09,terrestrial,Maniolajurtina10Russell12_Russell09
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Melanargia,galathea,Melanargiagalathea,Satyrini,1,1,1,Wolbachia,Russell12_Russell09,terrestrial,Melanargiagalathea11Russell12_Russell09
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Melanitis,leda,Melanitisleda,Melanitini,1,1,1,Wolbachia,Russell12_Russell09,terrestrial,Melanitisleda11Russell12_Russell09
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Melanitis,leda,Melanitisleda,NA,2,1,1,Wolbachia,Salunke12,terrestrial,Melanitisleda21Salunke12
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Melanitis,sp.,Melanitissp.,NA,2,0,1,Wolbachia,Kittayapong03,terrestrial,Melanitissp.20Kittayapong03
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Melitaea,didyma,Melitaeadidyma,Melitaeini,1,1,1,Wolbachia,Russell12_Russell09,terrestrial,Melitaeadidyma11Russell12_Russell09
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Memphis,sp.,Memphissp.,Anaeini,1,0,1,Wolbachia,Russell12_Russell09,terrestrial,Memphissp.10Russell12_Russell09
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Moduza,procris,Moduzaprocris,NA,1,0,1,Wolbachia,Salunke12,terrestrial,Moduzaprocris10Salunke12
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Morpho,peleides,Morphopeleides,Morphini,1,0,1,Wolbachia,Russell12_Russell09,terrestrial,Morphopeleides10Russell12_Russell09
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Mycalesis,francisca,Mycalesisfrancisca,NA,2,2,1,Wolbachia,Tagami04,terrestrial,Mycalesisfrancisca22Tagami04
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Mycalesis,terminus,Mycalesisterminus,Satyrini,1,0,1,Wolbachia,Russell12_Russell09,terrestrial,Mycalesisterminus10Russell12_Russell09
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Neonympha,mitchellii,Neonymphamitchellii,francisi,4,4,1,Wolbachia,Hamm14,terrestrial,Neonymphamitchellii44Hamm14
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Neonympha,mitchellii,Neonymphamitchellii,mitchellii,180,20,1,Wolbachia,Hamm14,terrestrial,Neonymphamitchellii18020Hamm14
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Neorina,lowi,Neorinalowi,Zetherini,1,0,1,Wolbachia,Russell12_Russell09,terrestrial,Neorinalowi10Russell12_Russell09
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Neptis,hylas,Neptishylas,NA,2,1,1,Wolbachia,Salunke12,terrestrial,Neptishylas21Salunke12
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Neptis,hylas,Neptishylas,NA,2,0,1,Wolbachia,Tagami04,terrestrial,Neptishylas20Tagami04
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Neptis,hylas,Neptishylas,Neptini,1,0,1,Wolbachia,Russell12_Russell09,terrestrial,Neptishylas10Russell12_Russell09
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Nymphalis,xanthomelas,Nymphalisxanthomelas,NA,1,1,1,Wolbachia,Tagami04,terrestrial,Nymphalisxanthomelas11Tagami04
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Orsotriaena,medus,Orsotriaenamedus,Satyrini,1,0,1,Wolbachia,Russell12_Russell09,terrestrial,Orsotriaenamedus10Russell12_Russell09
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Palla,decius,Palladecius,Pallini,1,0,1,Wolbachia,Russell12_Russell09,terrestrial,Palladecius10Russell12_Russell09
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Palla,ussheri?,Pallaussheri?,Pallini,1,0,1,Wolbachia,Russell12_Russell09,terrestrial,Pallaussheri?10Russell12_Russell09
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Parantica,aglea,Paranticaaglea,NA,2,1,1,Wolbachia,Salunke12,terrestrial,Paranticaaglea21Salunke12
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Pararge,aegeria,Parargeaegeria,Satyrini,1,1,1,Wolbachia,Russell12_Russell09,terrestrial,Parargeaegeria11Russell12_Russell09
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Parthenos,sylvia,Parthenossylvia,Parthenini,1,0,1,Wolbachia,Russell12_Russell09,terrestrial,Parthenossylvia10Russell12_Russell09
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Patricia,dercyllidas,Patriciadercyllidas,Ithomiini,1,0,1,Wolbachia,Russell12_Russell09,terrestrial,Patriciadercyllidas10Russell12_Russell09
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Phyciodes,batesii,Phyciodesbatesii,NA,1,0,1,Wolbachia,Hamm14,terrestrial,Phyciodesbatesii10Hamm14
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Phyciodes,tharos,Phyciodestharos,Melitaeini,1,0,1,Wolbachia,Russell12_Russell09,terrestrial,Phyciodestharos10Russell12_Russell09
Insecta,Polyneoptera,Mantodea,Mantidae,Tenodera,sinensis,Tenoderasinensis,NA,1,0,1,Wolbachia,Werren00,terrestrial,Tenoderasinensis10Werren00
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Polygonia,c-album,Polygoniac-album,NA,85,82,1,Wolbachia,Kodandaramaiah11,terrestrial,Polygoniac-album8582Kodandaramaiah11
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Polygonia,c-aureum,Polygoniac-aureum,NA,1,1,1,Wolbachia,Tagami04,terrestrial,Polygoniac-aureum11Tagami04
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Polyura,athamas,Polyuraathamas,NA,1,0,1,Wolbachia,Salunke12,terrestrial,Polyuraathamas10Salunke12
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Precis,iphita,Precisiphita,NA,2,1,1,Wolbachia,Salunke12,terrestrial,Precisiphita21Salunke12
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Pronophila,thelebe,Pronophilathelebe,Satyrini,1,1,1,Wolbachia,Russell12_Russell09,terrestrial,Pronophilathelebe11Russell12_Russell09
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Prothoe,franck,Prothoefranck,Prothoini,1,0,1,Wolbachia,Russell12_Russell09,terrestrial,Prothoefranck10Russell12_Russell09
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Ragadia,makuta,Ragadiamakuta,Satyrini,1,1,1,Wolbachia,Russell12_Russell09,terrestrial,Ragadiamakuta11Russell12_Russell09
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Sais,rosalia,Saisrosalia,Ithomiini,1,0,1,Wolbachia,Russell12_Russell09,terrestrial,Saisrosalia10Russell12_Russell09
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Salatura,genutia,Salaturagenutia,NA,1,0,1,Wolbachia,Tagami04,terrestrial,Salaturagenutia10Tagami04
Insecta,Endopterygota,Coleoptera,Curculionidae,Sciaphilus,asperatus,Sciaphilusasperatus,NA,1,0,1,Wolbachia,Lachowska10,terrestrial,Sciaphilusasperatus10Lachowska10
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Speyeria,diana,Speyeriadiana,NA,1,1,1,Wolbachia,Hamm14,terrestrial,Speyeriadiana11Hamm14
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Speyeria,idalia,Speyeriaidalia,NA,1,1,1,Wolbachia,Hamm14,terrestrial,Speyeriaidalia11Hamm14
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Speyeria,idalia,Speyeriaidalia,NA,1,1,1,Wolbachia,Hamm14,terrestrial,Speyeriaidalia11Hamm14
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Speyeria,idalia,Speyeriaidalia,NA,1,1,1,Wolbachia,Hamm14,terrestrial,Speyeriaidalia11Hamm14
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Speyeria,zerene,Speyeriazerene,hippolyta,66,2,1,Wolbachia,McHugh13,terrestrial,Speyeriazerene662McHugh13
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Tanaecia,julii,Tanaeciajulii,Adoliadini,1,0,1,Wolbachia,Russell12_Russell09,terrestrial,Tanaeciajulii10Russell12_Russell09
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Tellervo,zoilus,Tellervozoilus,Tellervini,1,0,1,Wolbachia,Russell12_Russell09,terrestrial,Tellervozoilus10Russell12_Russell09
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Tirumala,limniace,Tirumalalimniace,NA,30,0,1,Wolbachia,Ankola11,terrestrial,Tirumalalimniace300Ankola11
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Tirumala,limniace,Tirumalalimniace,NA,2,1,1,Wolbachia,Salunke12,terrestrial,Tirumalalimniace21Salunke12
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Tirumala,septentrionis,Tirumalaseptentrionis,NA,1,0,1,Wolbachia,Salunke12,terrestrial,Tirumalaseptentrionis10Salunke12
Insecta,Endopterygota,Hymenoptera,Formicidae,Wasmannia,auropunctata,Wasmanniaauropunctata,NA,3,0,1,Wolbachia,Rey13,terrestrial,Wasmanniaauropunctata30Rey13
Insecta,Endopterygota,Lepidoptera,Lycaenidae,Thecla,sp.,Theclasp.,NA,1,0,1,Wolbachia,Werren95,terrestrial,Theclasp.10Werren95
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Vagrans,egista,Vagransegista,Vagrantini,1,0,1,Wolbachia,Russell12_Russell09,terrestrial,Vagransegista10Russell12_Russell09
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Vanessa,cardui,Vanessacardui,NA,1,0,1,Wolbachia,Salunke12,terrestrial,Vanessacardui10Salunke12
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Vanessa,indica,Vanessaindica,NA,1,0,1,Wolbachia,Tagami04,terrestrial,Vanessaindica10Tagami04
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Vanessa,virginiensis,Vanessavirginiensis,Nymphalini,1,0,1,Wolbachia,Russell12_Russell09,terrestrial,Vanessavirginiensis10Russell12_Russell09
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Ypthima,argus,Ypthimaargus,NA,2,2,1,Wolbachia,Tagami04,terrestrial,Ypthimaargus22Tagami04
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Ypthima,asterope,Ypthimaasterope,NA,5,1,1,Wolbachia,Salunke12,terrestrial,Ypthimaasterope51Salunke12
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Ypthima,dohertyi,Ypthimadohertyi,Satyrini,1,0,1,Wolbachia,Russell12_Russell09,terrestrial,Ypthimadohertyi10Russell12_Russell09
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Ypthima,sp.,Ypthimasp.,NA,1,0,1,Wolbachia,Salunke12,terrestrial,Ypthimasp.10Salunke12
Insecta,Endopterygota,Lepidoptera,Papilionidae,Battus,belus,Battusbelus,Troidini,1,1,1,Wolbachia,Russell12_Russell09,terrestrial,Battusbelus11Russell12_Russell09
Arachnida,Na,Araneae,Theridiidae,Tidarren,sp.,Tidarrensp.,NA,1,0,1,Wolbachia,Werren00,terrestrial,Tidarrensp.10Werren00
Insecta,Endopterygota,Lepidoptera,Papilionidae,Byasa,alcinous,Byasaalcinous,NA,7,0,1,Wolbachia,Tagami04,terrestrial,Byasaalcinous70Tagami04
Insecta,Endopterygota,Lepidoptera,Papilionidae,Eurytides,telesilaus,Eurytidestelesilaus,Leptocircini,1,0,1,Wolbachia,Russell12_Russell09,terrestrial,Eurytidestelesilaus10Russell12_Russell09
Insecta,Endopterygota,Lepidoptera,Papilionidae,Graphium,agamemnon,Graphiumagamemnon,Leptocircini,1,0,1,Wolbachia,Russell12_Russell09,terrestrial,Graphiumagamemnon10Russell12_Russell09
Insecta,Endopterygota,Lepidoptera,Papilionidae,Graphium,agamemnon,Graphiumagamemnon,NA,2,0,1,Wolbachia,Salunke12,terrestrial,Graphiumagamemnon20Salunke12
Insecta,Endopterygota,Lepidoptera,Papilionidae,Graphium,sarpedon,Graphiumsarpedon,NA,1,0,1,Wolbachia,Tagami04,terrestrial,Graphiumsarpedon10Tagami04
Insecta,Endopterygota,Lepidoptera,Papilionidae,Iphiclides,podalirius,Iphiclidespodalirius,Leptocircini,1,1,1,Wolbachia,Russell12_Russell09,terrestrial,Iphiclidespodalirius11Russell12_Russell09
Insecta,Endopterygota,Lepidoptera,Papilionidae,Lamproptera,meges,Lampropterameges,Lampropterini,1,0,1,Wolbachia,Russell12_Russell09,terrestrial,Lampropterameges10Russell12_Russell09
Insecta,Endopterygota,Lepidoptera,Papilionidae,Meandrusa,payeni,Meandrusapayeni,Leptocircini,1,1,1,Wolbachia,Russell12_Russell09,terrestrial,Meandrusapayeni11Russell12_Russell09
Insecta,Endopterygota,Lepidoptera,Papilionidae,Pachliopta,aristolochiae,Pachlioptaaristolochiae,NA,1,0,1,Wolbachia,Tagami04,terrestrial,Pachlioptaaristolochiae10Tagami04
Insecta,Endopterygota,Lepidoptera,Papilionidae,Pachliopta,aristolochiae,Pachlioptaaristolochiae,Troidini,1,0,1,Wolbachia,Russell12_Russell09,terrestrial,Pachlioptaaristolochiae10Russell12_Russell09
Insecta,Endopterygota,Lepidoptera,Papilionidae,Papilio,anactus,Papilioanactus,Papilionini,1,0,1,Wolbachia,Russell12_Russell09,terrestrial,Papilioanactus10Russell12_Russell09
Insecta,Endopterygota,Lepidoptera,Papilionidae,Papilio,demoleus,Papiliodemoleus,NA,30,0,1,Wolbachia,Ankola11,terrestrial,Papiliodemoleus300Ankola11
Insecta,Endopterygota,Lepidoptera,Papilionidae,Papilio,demoleus,Papiliodemoleus,NA,2,1,1,Wolbachia,Salunke12,terrestrial,Papiliodemoleus21Salunke12
Insecta,Endopterygota,Lepidoptera,Papilionidae,Papilio,demoleus,Papiliodemoleus,Papilionini,1,0,1,Wolbachia,Russell12_Russell09,terrestrial,Papiliodemoleus10Russell12_Russell09
Insecta,Endopterygota,Diptera,Dolichopodidae,Teuchophorus,nigricosta,Teuchophorusnigricosta,NA,1,0,1,Wolbachia,Martin13,terrestrial,Teuchophorusnigricosta10Martin13
Insecta,Endopterygota,Lepidoptera,Papilionidae,Papilio,machaon,Papiliomachaon,Papilionini,1,0,1,Wolbachia,Russell12_Russell09,terrestrial,Papiliomachaon10Russell12_Russell09
Insecta,Endopterygota,Lepidoptera,Papilionidae,Papilio,memnon,Papiliomemnon,NA,1,0,1,Wolbachia,Tagami04,terrestrial,Papiliomemnon10Tagami04
Insecta,Endopterygota,Lepidoptera,Papilionidae,Papilio,polymnestor,Papiliopolymnestor,NA,60,30,1,Wolbachia,Ankola11,terrestrial,Papiliopolymnestor6030Ankola11
