Class,Subdivision,Order,Family,Genus,Species,Subpop.,spp,Total,Infected,Pool Size,Bacterium,Paper
arachnida,Acari,ixodida,Ixodidae,Amblyomma,nodosum,NA,Amblyommanodosum,2,0,1,Rickettsia,Sabatini10
arachnida,Acari,ixodida,Ixodidae,Amblyomma,oblongoguttatum,dogs,Amblyommaoblongoguttatum,4,0,1,Rickettsia,Bermudez11
arachnida,Acari,ixodida,Ixodidae,Amblyomma,ovale,dogs,Amblyommaovale,4,0,1,Rickettsia,Bermudez11
arachnida,Acari,ixodida,Ixodidae,Amblyomma,ovale,from_29_coatis,Amblyommaovale,35,0,1,Rickettsia,Almeida13
arachnida,Acari,ixodida,Ixodidae,Amblyomma,ovale,NA,Amblyommaovale,1,0,1,Rickettsia,Medeiros11
arachnida,Acari,ixodida,Ixodidae,Amblyomma,ovale,NA,Amblyommaovale,34,1,1,Rickettsia,Medeiros11
arachnida,Acari,ixodida,Ixodidae,Amblyomma,ovale,NA,Amblyommaovale,3,0,1,Rickettsia,Medeiros11
arachnida,Acari,ixodida,Ixodidae,Amblyomma,ovale,NA,Amblyommaovale,5,1,1,Rickettsia,Medeiros11
arachnida,Acari,ixodida,Ixodidae,Amblyomma,ovale,NA,Amblyommaovale,1,0,1,Rickettsia,Medeiros11
arachnida,Acari,ixodida,Ixodidae,Amblyomma,ovale,NA,Amblyommaovale,38,1,1,Rickettsia,Medeiros11
arachnida,Acari,ixodida,Ixodidae,Amblyomma,ovale,NA,Amblyommaovale,50,1,1,Rickettsia,Pacheco08
arachnida,Acari,ixodida,Ixodidae,Amblyomma,ovale,NA,Amblyommaovale,93,12,1,Rickettsia,Sabatini10
arachnida,Acari,ixodida,Ixodidae,Amblyomma,ovale,Passerina_brissonii,Amblyommaovale,2,0,1,Rickettsia,Pacheco12
arachnida,Acari,ixodida,Ixodidae,Amblyomma,ovale,Turdus_albicollis,Amblyommaovale,1,0,1,Rickettsia,Pacheco12
arachnida,Acari,ixodida,Ixodidae,Amblyomma,parkeri,Chiroxiphia_caudata,Amblyommaparkeri,4,2,1,Rickettsia,Pacheco12
arachnida,Acari,ixodida,Ixodidae,Amblyomma,parvum,NA,Amblyommaparvum,198,186,1,Rickettsia,Tomassone10a
arachnida,Acari,ixodida,Ixodidae,Amblyomma,pseudoconcolor,NA,Amblyommapseudoconcolor,11,6,1,Rickettsia,Tomassone10a
arachnida,Acari,ixodida,Ixodidae,Amblyomma,rotundatum,from_snakes,Amblyommarotundatum,37,0,1,Rickettsia,Parola07
arachnida,Acari,ixodida,Ixodidae,Amblyomma,sp.,Capybara,Amblyommasp.,1,1,1,Rickettsia,Spolidorio12
arachnida,Acari,ixodida,Ixodidae,Amblyomma,sp.,Chlamydosaurus_kingii,Amblyommasp.,3,0,3,Rickettsia,Vilcins09a
arachnida,Acari,ixodida,Ixodidae,Amblyomma,sp.,from_29_coatis,Amblyommasp.,106,0,1,Rickettsia,Almeida13
arachnida,Acari,ixodida,Ixodidae,Amblyomma,sp.,Tamandua,Amblyommasp.,1,0,1,Rickettsia,Spolidorio12
arachnida,Acari,ixodida,Ixodidae,Amblyomma,sp.,Tiliqua_scincoides,Amblyommasp.,1,0,3,Rickettsia,Vilcins09a
arachnida,Acari,ixodida,Ixodidae,Amblyomma,tigrinum,NA,Amblyommatigrinum,2,0,1,Rickettsia,Blair04
arachnida,Acari,ixodida,Ixodidae,Amblyomma,tigrinum,NA,Amblyommatigrinum,1,0,1,Rickettsia,Medeiros11
arachnida,Acari,ixodida,Ixodidae,Amblyomma,tigrinum,NA,Amblyommatigrinum,4,0,1,Rickettsia,Medeiros11
arachnida,Acari,ixodida,Ixodidae,Amblyomma,tigrinum,NA,Amblyommatigrinum,2,0,1,Rickettsia,Medeiros11
arachnida,Acari,ixodida,Ixodidae,Amblyomma,tigrinum,NA,Amblyommatigrinum,3,0,1,Rickettsia,Medeiros11
arachnida,Acari,ixodida,Ixodidae,Amblyomma,tigrinum,NA,Amblyommatigrinum,24,1,1,Rickettsia,Tomassone10a
arachnida,Acari,ixodida,Ixodidae,Amblyomma,tigrinum,NA,Amblyommatigrinum,41,23,1,Rickettsia,Tomassone10b
arachnida,Acari,ixodida,Ixodidae,Amblyomma,triste,Dog,Amblyommatriste,24,3,1,Rickettsia,Venzal04
arachnida,Acari,ixodida,Ixodidae,Amblyomma,triste,Dog,Amblyommatriste,1,0,1,Rickettsia,Venzal04
arachnida,Acari,ixodida,Ixodidae,Amblyomma,triste,Dog,Amblyommatriste,5,0,1,Rickettsia,Venzal04
arachnida,Acari,ixodida,Ixodidae,Amblyomma,triste,Goat,Amblyommatriste,1,0,1,Rickettsia,Venzal04
arachnida,Acari,ixodida,Ixodidae,Amblyomma,triste,Goat,Amblyommatriste,2,0,1,Rickettsia,Venzal04
arachnida,Acari,ixodida,Ixodidae,Amblyomma,triste,Human,Amblyommatriste,2,0,1,Rickettsia,Venzal04
arachnida,Acari,ixodida,Ixodidae,Amblyomma,triste,Human,Amblyommatriste,2,0,1,Rickettsia,Venzal04
arachnida,Acari,ixodida,Ixodidae,Amblyomma,triste,Human,Amblyommatriste,2,0,1,Rickettsia,Venzal04
arachnida,Acari,ixodida,Ixodidae,Amblyomma,triste,Human,Amblyommatriste,1,1,1,Rickettsia,Venzal04
arachnida,Acari,ixodida,Ixodidae,Amblyomma,triste,Human,Amblyommatriste,2,0,1,Rickettsia,Venzal04
arachnida,Acari,ixodida,Ixodidae,Amblyomma,triste,Human,Amblyommatriste,1,0,1,Rickettsia,Venzal04
arachnida,Acari,ixodida,Ixodidae,Amblyomma,triste,Human,Amblyommatriste,2,0,1,Rickettsia,Venzal04
arachnida,Acari,ixodida,Ixodidae,Amblyomma,triste,Human,Amblyommatriste,1,0,1,Rickettsia,Venzal04
arachnida,Acari,ixodida,Ixodidae,Amblyomma,triste,Human,Amblyommatriste,2,0,1,Rickettsia,Venzal04
arachnida,Acari,ixodida,Ixodidae,Amblyomma,triste,Human,Amblyommatriste,1,1,1,Rickettsia,Venzal04
arachnida,Acari,ixodida,Ixodidae,Amblyomma,triste,Human,Amblyommatriste,1,0,1,Rickettsia,Venzal04
arachnida,Acari,ixodida,Ixodidae,Amblyomma,triste,Human,Amblyommatriste,3,0,1,Rickettsia,Venzal04
arachnida,Acari,ixodida,Ixodidae,Amblyomma,triste,Human,Amblyommatriste,9,0,1,Rickettsia,Venzal04
arachnida,Acari,ixodida,Ixodidae,Amblyomma,triste,Human,Amblyommatriste,3,0,1,Rickettsia,Venzal04
arachnida,Acari,ixodida,Ixodidae,Amblyomma,triste,Human,Amblyommatriste,12,0,1,Rickettsia,Venzal04
arachnida,Acari,ixodida,Ixodidae,Amblyomma,triste,Human,Amblyommatriste,1,1,1,Rickettsia,Venzal04
arachnida,Acari,ixodida,Ixodidae,Amblyomma,triste,Human,Amblyommatriste,1,0,1,Rickettsia,Venzal04
arachnida,Acari,ixodida,Ixodidae,Amblyomma,triste,Human,Amblyommatriste,7,0,1,Rickettsia,Venzal04
arachnida,Acari,ixodida,Ixodidae,Amblyomma,triste,NA,Amblyommatriste,3,1,1,Rickettsia,Abarca12
arachnida,Acari,ixodida,Ixodidae,Amblyomma,triste,Rodent,Amblyommatriste,4,0,1,Rickettsia,Venzal04
arachnida,Acari,ixodida,Ixodidae,Amblyomma,triste,Vegetation,Amblyommatriste,43,3,1,Rickettsia,Cicuttin13
arachnida,Acari,ixodida,Ixodidae,Amblyomma,triste,Vegetation,Amblyommatriste,1,0,1,Rickettsia,Venzal04
arachnida,Acari,ixodida,Ixodidae,Amblyomma,tuberculatum,from_a_persons_clothes,Amblyommatuberculatum,10,10,20,Rickettsia,Zemtsova12
arachnida,Acari,ixodida,Ixodidae,Amblyomma,tuberculatum,Gopherus_polyphemus,Amblyommatuberculatum,20,10,1,Rickettsia,Zemtsova12
arachnida,Acari,ixodida,Ixodidae,Amblyomma,tuberculatum,Gopherus_polyphemus,Amblyommatuberculatum,68,48,1,Rickettsia,Zemtsova12
arachnida,Acari,ixodida,Ixodidae,Amblyomma,variegatum,Bos_taurus,Amblyommavariegatum,46,11,1,Rickettsia,Reye12
arachnida,Acari,ixodida,Ixodidae,Amblyomma,variegatum,Bos_taurus,Amblyommavariegatum,95,39,1,Rickettsia,Robinson09
arachnida,Acari,ixodida,Ixodidae,Amblyomma,variegatum,dogs_and_rodents,Amblyommavariegatum,1,0,1,Rickettsia,Berrelha09
arachnida,Acari,ixodida,Ixodidae,Amblyomma,variegatum,NA,Amblyommavariegatum,85,74,1,Rickettsia,Mediannikov10
arachnida,Acari,ixodida,Ixodidae,Amblyomma,variegatum,NA,Amblyommavariegatum,2,1,1,Rickettsia,Mura08
arachnida,Acari,ixodida,Ixodidae,Anocentor,nitens,NA,Anocentornitens,1,1,1,Rickettsia,Blair04
arachnida,Acari,ixodida,Ixodidae,Bothriocroton,auruginans,NA,Bothriocrotonauruginans,10,7,1,Rickettsia,Vilcins09b
arachnida,Acari,ixodida,Ixodidae,Bothriocroton,concolor,NA,Bothriocrotonconcolor,4,3,1,Rickettsia,Vilcins09b
arachnida,Acari,ixodida,Ixodidae,Bothriocroton,concolor,NA,Bothriocrotonconcolor,4,0,1,Rickettsia,Vilcins09b
arachnida,Acari,ixodida,Ixodidae,Dermacentor,albipictus,2005_screen,Dermacentoralbipictus,33,0,1,Rickettsia,Baldridge09
arachnida,Acari,ixodida,Ixodidae,Dermacentor,albipictus,2006_screen,Dermacentoralbipictus,32,0,1,Rickettsia,Baldridge09
arachnida,Acari,ixodida,Ixodidae,Dermacentor,albipictus,NA,Dermacentoralbipictus,6,0,1,Rickettsia,Baldridge09
arachnida,Acari,ixodida,Ixodidae,Dermacentor,andersoni,NA,Dermacentorandersoni,100,72,1,Rickettsia,Dergousoff09
arachnida,Acari,ixodida,Ixodidae,Dermacentor,andersoni,NA,Dermacentorandersoni,61,37,1,Rickettsia,Dergousoff09
arachnida,Acari,ixodida,Ixodidae,Dermacentor,andersoni,NA,Dermacentorandersoni,101,97,1,Rickettsia,Dergousoff09
arachnida,Acari,ixodida,Ixodidae,Dermacentor,andersoni,NA,Dermacentorandersoni,17,15,1,Rickettsia,Dergousoff09
arachnida,Acari,ixodida,Ixodidae,Dermacentor,andersoni,NA,Dermacentorandersoni,35,30,1,Rickettsia,Dergousoff09
arachnida,Acari,ixodida,Ixodidae,Dermacentor,andersoni,NA,Dermacentorandersoni,14,13,1,Rickettsia,Dergousoff09
arachnida,Acari,ixodida,Ixodidae,Dermacentor,andersoni,NA,Dermacentorandersoni,61,22,1,Rickettsia,Dergousoff09
arachnida,Acari,ixodida,Ixodidae,Dermacentor,andersoni,NA,Dermacentorandersoni,18,17,1,Rickettsia,Dergousoff09
arachnida,Acari,ixodida,Ixodidae,Dermacentor,andersoni,NA,Dermacentorandersoni,101,84,1,Rickettsia,Dergousoff09
arachnida,Acari,ixodida,Ixodidae,Dermacentor,atrosignatus,NA,Dermacentoratrosignatus,3,0,1,Rickettsia,Parola03
arachnida,Acari,ixodida,Ixodidae,Dermacentor,atrosignatus,NA,Dermacentoratrosignatus,1,0,1,Rickettsia,Parola03
arachnida,Acari,ixodida,Ixodidae,Dermacentor,auratus,NA,Dermacentorauratus,4,0,1,Rickettsia,Parola03
arachnida,Acari,ixodida,Ixodidae,Dermacentor,auratus,NA,Dermacentorauratus,80,1,1,Rickettsia,Parola03
arachnida,Acari,ixodida,Ixodidae,Dermacentor,compactus,NA,Dermacentorcompactus,1,0,1,Rickettsia,Parola03
arachnida,Acari,ixodida,Ixodidae,Dermacentor,marginatus,autumn_2000,Dermacentormarginatus,38,14,1,Rickettsia,Duh03
arachnida,Acari,ixodida,Ixodidae,Dermacentor,marginatus,Canis_familiaris,Dermacentormarginatus,13,1,1,Rickettsia,Hornok13
arachnida,Acari,ixodida,Ixodidae,Dermacentor,marginatus,goats,Dermacentormarginatus,3,2,1,Rickettsia,Spitalska12
arachnida,Acari,ixodida,Ixodidae,Dermacentor,marginatus,Homo_sapiens,Dermacentormarginatus,1,1,1,Rickettsia,Gargili12
arachnida,Acari,ixodida,Ixodidae,Dermacentor,marginatus,horses,Dermacentormarginatus,4,1,1,Rickettsia,Spitalska12
arachnida,Acari,ixodida,Ixodidae,Dermacentor,marginatus,NA,Dermacentormarginatus,1,1,5,Rickettsia,deSousa06b
arachnida,Acari,ixodida,Ixodidae,Dermacentor,marginatus,NA,Dermacentormarginatus,1,1,6,Rickettsia,deSousa06b
arachnida,Acari,ixodida,Ixodidae,Dermacentor,marginatus,NA,Dermacentormarginatus,61,0,1,Wolbachia,Hornok08
arachnida,Acari,ixodida,Ixodidae,Dermacentor,marginatus,NA,Dermacentormarginatus,2,1,1,Rickettsia,Kar13
arachnida,Acari,ixodida,Ixodidae,Dermacentor,marginatus,NA,Dermacentormarginatus,110,32,1,Rickettsia,Maioli12
arachnida,Acari,ixodida,Ixodidae,Dermacentor,marginatus,NA,Dermacentormarginatus,84,82,1,Rickettsia,Oteo06
arachnida,Acari,ixodida,Ixodidae,Dermacentor,marginatus,NA,Dermacentormarginatus,26,5,1,Rickettsia,Pluta09_10
arachnida,Acari,ixodida,Ixodidae,Dermacentor,marginatus,NA,Dermacentormarginatus,1,0,1,Rickettsia,Punda-Polic02
arachnida,Acari,ixodida,Ixodidae,Dermacentor,marginatus,NA,Dermacentormarginatus,37,14,1,Rickettsia,Punda-Polic02
arachnida,Acari,ixodida,Ixodidae,Dermacentor,marginatus,NA,Dermacentormarginatus,15,2,1,Rickettsia,Silaghi11
arachnida,Acari,ixodida,Ixodidae,Dermacentor,marginatus,NA,Dermacentormarginatus,25,1,1,Rickettsia,Vaclav11
arachnida,Acari,ixodida,Ixodidae,Dermacentor,marginatus,NA,Dermacentormarginatus,25,0,1,Wolbachia,Vaclav11
arachnida,Acari,ixodida,Ixodidae,Dermacentor,marginatus,NA,Dermacentormarginatus,98,58,1,Rickettsia,Vitorino07
arachnida,Acari,ixodida,Ixodidae,Dermacentor,marginatus,sheep,Dermacentormarginatus,89,25,1,Rickettsia,Spitalska12
arachnida,Acari,ixodida,Ixodidae,Dermacentor,marginatus,spring_2001,Dermacentormarginatus,40,24,1,Rickettsia,Duh03
arachnida,Acari,ixodida,Ixodidae,Dermacentor,marginatus,Sus_scrofa,Dermacentormarginatus,112,38,1,Rickettsia,Selmi09
arachnida,Acari,ixodida,Ixodidae,Dermacentor,marginatus,TazaRegionMorocco,Dermacentormarginatus,11,6,1,Rickettsia,Sarih08
arachnida,Acari,ixodida,Ixodidae,Dermacentor,marginatus,Vegetation,Dermacentormarginatus,7,3,1,Rickettsia,Shpynov04
arachnida,Acari,ixodida,Ixodidae,Dermacentor,marginatus,Vegetation,Dermacentormarginatus,18,6,1,Rickettsia,Shpynov04
arachnida,Acari,ixodida,Ixodidae,Dermacentor,marginatus,Vegetation,Dermacentormarginatus,272,88,1,Rickettsia,Spitalska12
arachnida,Acari,ixodida,Ixodidae,Dermacentor,nitens,horses,Dermacentornitens,42,13,1,Rickettsia,Bermudez11
arachnida,Acari,ixodida,Ixodidae,Dermacentor,nitens,NA,Dermacentornitens,5,0,1,Rickettsia,Medeiros11
arachnida,Acari,ixodida,Ixodidae,Dermacentor,nutallii,NA,Dermacentornutallii,101,16,1,Rickettsia,Rydkina99
arachnida,Acari,ixodida,Ixodidae,Dermacentor,reticulatus,Bos_taurus,Dermacentorreticulatus,61,26,1,Rickettsia,Reye13
arachnida,Acari,ixodida,Ixodidae,Dermacentor,reticulatus,Canis_familiaris,Dermacentorreticulatus,4,0,1,Rickettsia,Hornok13
arachnida,Acari,ixodida,Ixodidae,Dermacentor,reticulatus,Dog,Dermacentorreticulatus,4,0,1,Rickettsia,Tijsse-Klasen11a
arachnida,Acari,ixodida,Ixodidae,Dermacentor,reticulatus,dogs,Dermacentorreticulatus,47,17,1,Rickettsia,Spitalska12
arachnida,Acari,ixodida,Ixodidae,Dermacentor,reticulatus,goats,Dermacentorreticulatus,4,1,1,Rickettsia,Spitalska12
arachnida,Acari,ixodida,Ixodidae,Dermacentor,reticulatus,horses,Dermacentorreticulatus,102,26,1,Rickettsia,Spitalska12
arachnida,Acari,ixodida,Ixodidae,Dermacentor,reticulatus,NA,Dermacentorreticulatus,1,0,1,Rickettsia,Dautel06
arachnida,Acari,ixodida,Ixodidae,Dermacentor,reticulatus,NA,Dermacentorreticulatus,1,1,1,Rickettsia,Dautel06
arachnida,Acari,ixodida,Ixodidae,Dermacentor,reticulatus,NA,Dermacentorreticulatus,9,1,1,Rickettsia,Dautel06
arachnida,Acari,ixodida,Ixodidae,Dermacentor,reticulatus,NA,Dermacentorreticulatus,27,10,1,Rickettsia,Dautel06
arachnida,Acari,ixodida,Ixodidae,Dermacentor,reticulatus,NA,Dermacentorreticulatus,2,0,1,Rickettsia,Dautel06
arachnida,Acari,ixodida,Ixodidae,Dermacentor,reticulatus,NA,Dermacentorreticulatus,1,0,1,Rickettsia,Dautel06
arachnida,Acari,ixodida,Ixodidae,Dermacentor,reticulatus,NA,Dermacentorreticulatus,2,1,1,Rickettsia,Dautel06
arachnida,Acari,ixodida,Ixodidae,Dermacentor,reticulatus,NA,Dermacentorreticulatus,3,1,1,Rickettsia,Dautel06
arachnida,Acari,ixodida,Ixodidae,Dermacentor,reticulatus,NA,Dermacentorreticulatus,4,2,1,Rickettsia,Dautel06
arachnida,Acari,ixodida,Ixodidae,Dermacentor,reticulatus,NA,Dermacentorreticulatus,17,2,1,Rickettsia,Dautel06
arachnida,Acari,ixodida,Ixodidae,Dermacentor,reticulatus,NA,Dermacentorreticulatus,2,0,1,Rickettsia,Dautel06
arachnida,Acari,ixodida,Ixodidae,Dermacentor,reticulatus,NA,Dermacentorreticulatus,4,1,1,Rickettsia,Dautel06
arachnida,Acari,ixodida,Ixodidae,Dermacentor,reticulatus,NA,Dermacentorreticulatus,8,2,1,Rickettsia,Dautel06
arachnida,Acari,ixodida,Ixodidae,Dermacentor,reticulatus,NA,Dermacentorreticulatus,1,0,1,Rickettsia,Dautel06
arachnida,Acari,ixodida,Ixodidae,Dermacentor,reticulatus,NA,Dermacentorreticulatus,2,0,1,Rickettsia,Dautel06
arachnida,Acari,ixodida,Ixodidae,Dermacentor,reticulatus,NA,Dermacentorreticulatus,20,3,1,Rickettsia,Dautel06
arachnida,Acari,ixodida,Ixodidae,Dermacentor,reticulatus,NA,Dermacentorreticulatus,2,0,1,Rickettsia,Dautel06
arachnida,Acari,ixodida,Ixodidae,Dermacentor,reticulatus,NA,Dermacentorreticulatus,5,0,1,Rickettsia,Dautel06
arachnida,Acari,ixodida,Ixodidae,Dermacentor,reticulatus,NA,Dermacentorreticulatus,11,1,1,Rickettsia,Dautel06
arachnida,Acari,ixodida,Ixodidae,Dermacentor,reticulatus,NA,Dermacentorreticulatus,8,3,1,Rickettsia,Dautel06
arachnida,Acari,ixodida,Ixodidae,Dermacentor,reticulatus,NA,Dermacentorreticulatus,8,0,1,Wolbachia,Hornok08
arachnida,Acari,ixodida,Ixodidae,Dermacentor,reticulatus,NA,Dermacentorreticulatus,344,48,1,Rickettsia,Nijhof07
arachnida,Acari,ixodida,Ixodidae,Dermacentor,reticulatus,NA,Dermacentorreticulatus,135,41,1,Rickettsia,Silaghi11
arachnida,Acari,ixodida,Ixodidae,Dermacentor,reticulatus,NA,Dermacentorreticulatus,383,167,1,Rickettsia,Silaghi11
arachnida,Acari,ixodida,Ixodidae,Dermacentor,reticulatus,NA,Dermacentorreticulatus,804,541,1,Rickettsia,Silaghi11
arachnida,Acari,ixodida,Ixodidae,Dermacentor,reticulatus,Vegetation,Dermacentorreticulatus,165,73,1,Rickettsia,Reye13
arachnida,Acari,ixodida,Ixodidae,Dermacentor,reticulatus,Vegetation,Dermacentorreticulatus,56,28,1,Rickettsia,Shpynov04
arachnida,Acari,ixodida,Ixodidae,Dermacentor,reticulatus,Vegetation,Dermacentorreticulatus,268,69,1,Rickettsia,Spitalska12
arachnida,Acari,ixodida,Ixodidae,Dermacentor,reticulatus,Vegetation,Dermacentorreticulatus,59,17,1,Rickettsia,Tijsse-Klasen11a
arachnida,Acari,ixodida,Ixodidae,Dermacentor,reticulatus,Vegetation,Dermacentorreticulatus,120,94,1,Rickettsia,Wojcik-Fatla13
arachnida,Acari,ixodida,Ixodidae,Dermacentor,reticulatus,Vegetation,Dermacentorreticulatus,154,67,1,Rickettsia,Wojcik-Fatla13
arachnida,Acari,ixodida,Ixodidae,Dermacentor,reticulatus,Vegetation,Dermacentorreticulatus,148,58,1,Rickettsia,Wojcik-Fatla13
arachnida,Acari,ixodida,Ixodidae,Dermacentor,reticulatus,Vegetation,Dermacentorreticulatus,48,26,1,Rickettsia,Wojcik-Fatla13
arachnida,Acari,ixodida,Ixodidae,Dermacentor,reticulatus,Vegetation,Dermacentorreticulatus,17,7,1,Rickettsia,Wojcik-Fatla13
arachnida,Acari,ixodida,Ixodidae,Dermacentor,reticulatus,Vegetation,Dermacentorreticulatus,20,15,1,Rickettsia,Wojcik-Fatla13
arachnida,Acari,ixodida,Ixodidae,Dermacentor,reticulatus,Vegetation,Dermacentorreticulatus,21,13,1,Rickettsia,Wojcik-Fatla13
arachnida,Acari,ixodida,Ixodidae,Dermacentor,silvarum,NA,Dermacentorsilvarum,200,22,1,Rickettsia,Tian12
arachnida,Acari,ixodida,Ixodidae,Dermacentor,sp.,NA,Dermacentorsp.,862,167,1,Rickettsia,Hartelt08
arachnida,Acari,ixodida,Ixodidae,Dermacentor,sp.,NA,Dermacentorsp.,1,0,1,Rickettsia,Kernif12
arachnida,Acari,ixodida,Ixodidae,Dermacentor,sp.,NA,Dermacentorsp.,640,202,1,Rickettsia,Pluta09_10
arachnida,Acari,ixodida,Ixodidae,Dermacentor,steini,NA,Dermacentorsteini,3,0,1,Rickettsia,Parola03
arachnida,Acari,ixodida,Ixodidae,Dermacentor,steini,NA,Dermacentorsteini,1,0,1,Rickettsia,Parola03
arachnida,Acari,ixodida,Ixodidae,Dermacentor,variabilis,Homo_sapiens,Dermacentorvariabilis,61,5,1,Rickettsia,Stromdahl01
arachnida,Acari,ixodida,Ixodidae,Dermacentor,variabilis,Homo_sapiens,Dermacentorvariabilis,62,4,1,Rickettsia,Stromdahl01
arachnida,Acari,ixodida,Ixodidae,Dermacentor,variabilis,Homo_sapiens,Dermacentorvariabilis,61,2,1,Rickettsia,Stromdahl01
arachnida,Acari,ixodida,Ixodidae,Dermacentor,variabilis,Homo_sapiens,Dermacentorvariabilis,62,1,1,Rickettsia,Stromdahl01
arachnida,Acari,ixodida,Ixodidae,Dermacentor,variabilis,Homo_sapiens,Dermacentorvariabilis,62,1,1,Rickettsia,Stromdahl01
arachnida,Acari,ixodida,Ixodidae,Dermacentor,variabilis,NA,Dermacentorvariabilis,100,0,1,Rickettsia,Dergousoff09
arachnida,Acari,ixodida,Ixodidae,Dermacentor,variabilis,NA,Dermacentorvariabilis,1,0,1,Rickettsia,Dergousoff09
arachnida,Acari,ixodida,Ixodidae,Dermacentor,variabilis,NA,Dermacentorvariabilis,100,2,1,Rickettsia,Dergousoff09
arachnida,Acari,ixodida,Ixodidae,Dermacentor,variabilis,NA,Dermacentorvariabilis,40,0,1,Rickettsia,Dergousoff09
arachnida,Acari,ixodida,Ixodidae,Dermacentor,variabilis,NA,Dermacentorvariabilis,100,0,1,Rickettsia,Dergousoff09
arachnida,Acari,ixodida,Ixodidae,Dermacentor,variabilis,NA,Dermacentorvariabilis,12,0,1,Rickettsia,Dergousoff09
arachnida,Acari,ixodida,Ixodidae,Dermacentor,variabilis,NA,Dermacentorvariabilis,12,0,1,Rickettsia,Dergousoff09
arachnida,Acari,ixodida,Ixodidae,Dermacentor,variabilis,NA,Dermacentorvariabilis,38,0,1,Rickettsia,Dergousoff09
arachnida,Acari,ixodida,Ixodidae,Dermacentor,variabilis,NA,Dermacentorvariabilis,141,46,1,Rickettsia,Dergousoff09
arachnida,Acari,ixodida,Ixodidae,Dermacentor,variabilis,NA,Dermacentorvariabilis,100,7,1,Rickettsia,Dergousoff09
arachnida,Acari,ixodida,Ixodidae,Dermacentor,variabilis,NA,Dermacentorvariabilis,44,0,1,Rickettsia,Dergousoff09
arachnida,Acari,ixodida,Ixodidae,Dermacentor,variabilis,NA,Dermacentorvariabilis,100,8,1,Rickettsia,Dergousoff09
arachnida,Acari,ixodida,Ixodidae,Dermacentor,variabilis,NA,Dermacentorvariabilis,30,2,1,Rickettsia,Dergousoff09
arachnida,Acari,ixodida,Ixodidae,Dermacentor,variabilis,NA,Dermacentorvariabilis,36,16,1,Rickettsia,Smith10
arachnida,Acari,ixodida,Ixodidae,Dermacentor,variabilis,NA,Dermacentorvariabilis,5286,179,1,Rickettsia,Stromdahl11
arachnida,Acari,ixodida,Ixodidae,Dermacentor,variabilis,NA,Dermacentorvariabilis,1,0,1,Wolbachia,Werren00
arachnida,Acari,ixodida,Ixodidae,Haemaphysalis,asiatica,NA,Haemaphysalisasiatica,6,0,1,Rickettsia,Parola03
arachnida,Acari,ixodida,Ixodidae,Haemaphysalis,concinna,NA,Haemaphysalisconcinna,2,0,4,Wolbachia,Hornok08
arachnida,Acari,ixodida,Ixodidae,Haemaphysalis,concinna,Vegetation,Haemaphysalisconcinna,38,1,1,Rickettsia,Shpynov04
arachnida,Acari,ixodida,Ixodidae,Haemaphysalis,flava,NA,Haemaphysalisflava,63,0,1,Rickettsia,Kim06
arachnida,Acari,ixodida,Ixodidae,Haemaphysalis,flava,Vegetation,Haemaphysalisflava,174,26,1,Rickettsia,Ishikura03
arachnida,Acari,ixodida,Ixodidae,Haemaphysalis,flava,Vegetation,Haemaphysalisflava,72,19,1,Rickettsia,Ishikura03
arachnida,Acari,ixodida,Ixodidae,Haemaphysalis,flava,Vegetation,Haemaphysalisflava,13,3,1,Rickettsia,Ishikura03
arachnida,Acari,ixodida,Ixodidae,Haemaphysalis,formosensis,Vegetation,Haemaphysalisformosensis,26,16,1,Rickettsia,Ishikura03
arachnida,Acari,ixodida,Ixodidae,Haemaphysalis,hystricis,NA,Haemaphysalishystricis,19,0,1,Rickettsia,Parola03
arachnida,Acari,ixodida,Ixodidae,Haemaphysalis,hystricis,Vegetation,Haemaphysalishystricis,11,4,1,Rickettsia,Ishikura03
arachnida,Acari,ixodida,Ixodidae,Haemaphysalis,japonica,Vegetation,Haemaphysalisjaponica,16,6,1,Rickettsia,Ishikura03
arachnida,Acari,ixodida,Ixodidae,Haemaphysalis,juxtakochi,NA,Haemaphysalisjuxtakochi,25,0,1,Rickettsia,Sabatini10
arachnida,Acari,ixodida,Ixodidae,Haemaphysalis,kitaokai,Vegetation,Haemaphysaliskitaokai,38,5,1,Rickettsia,Ishikura03
arachnida,Acari,ixodida,Ixodidae,Haemaphysalis,lagrangei,NA,Haemaphysalislagrangei,9,0,1,Rickettsia,Parola03
arachnida,Acari,ixodida,Ixodidae,Haemaphysalis,leachi,dogs_and_rodents,Haemaphysalisleachi,4,0,1,Rickettsia,Berrelha09
arachnida,Acari,ixodida,Ixodidae,Haemaphysalis,longicornis,NA,Haemaphysalislongicornis,130,1,1,Rickettsia,Kim06
arachnida,Acari,ixodida,Ixodidae,Haemaphysalis,longicornis,Vegetation,Haemaphysalislongicornis,49,22,1,Rickettsia,Ishikura03
arachnida,Acari,ixodida,Ixodidae,Haemaphysalis,longicornis,Vegetation,Haemaphysalislongicornis,16,15,1,Rickettsia,Ishikura03
arachnida,Acari,ixodida,Ixodidae,Haemaphysalis,megaspinosa,Vegetation,Haemaphysalismegaspinosa,41,12,1,Rickettsia,Ishikura03
arachnida,Acari,ixodida,Ixodidae,Haemaphysalis,megaspinosa,Vegetation,Haemaphysalismegaspinosa,26,4,1,Rickettsia,Ishikura03
