Class,Subdivision,Order,Family,Genus,Species,Subpop.,spp,Total,Infected,Pool Size,Bacterium,Paper
insecta,Endopterygota,diptera,Dolichopodidae,Teuchophorus,monacanthus,NA,Teuchophorusmonacanthus,1,0,1,Wolbachia,Martin13
insecta,Endopterygota,diptera,Dolichopodidae,Teuchophorus,nigricosta,NA,Teuchophorusnigricosta,1,0,1,Rickettsia,Martin13
insecta,Endopterygota,diptera,Dolichopodidae,Teuchophorus,nigricosta,NA,Teuchophorusnigricosta,1,0,1,Wolbachia,Martin13
insecta,Endopterygota,diptera,Dolichopodidae,Teuchophorus,simplex,NA,Teuchophorussimplex,1,0,1,Rickettsia,Martin13
insecta,Endopterygota,diptera,Dolichopodidae,Teuchophorus,simplex,NA,Teuchophorussimplex,1,0,1,Wolbachia,Martin13
insecta,Endopterygota,diptera,Dolichopodidae,Teuchophorus,spinigerellus,NA,Teuchophorusspinigerellus,1,0,1,Rickettsia,Martin13
insecta,Endopterygota,diptera,Dolichopodidae,Teuchophorus,spinigerellus,NA,Teuchophorusspinigerellus,1,0,1,Wolbachia,Martin13
insecta,Endopterygota,diptera,Dolichopodidae,Thrypticus,smaragdinus,NA,Thrypticussmaragdinus,1,0,1,Rickettsia,Martin13
insecta,Endopterygota,diptera,Dolichopodidae,Thrypticus,smaragdinus,NA,Thrypticussmaragdinus,1,0,1,Wolbachia,Martin13
insecta,Endopterygota,diptera,Dolichopodidae,Thrypticus,tarsalis,NA,Thrypticustarsalis,1,0,1,Rickettsia,Martin13
insecta,Endopterygota,diptera,Dolichopodidae,Thrypticus,tarsalis,NA,Thrypticustarsalis,1,0,1,Wolbachia,Martin13
insecta,Endopterygota,diptera,Dolichopodidae,Unid.,sp.,NA,Unid.sp.,1,0,1,Rickettsia,Weinert09
insecta,Endopterygota,diptera,Dolichopodidae,Unid.,sp.,NA,Unid.sp.,1,0,1,Rickettsia,Weinert09
insecta,Endopterygota,diptera,Dolichopodidae,Unid.,sp.,NA,Unid.sp.,1,0,1,Rickettsia,Weinert09
insecta,Endopterygota,diptera,Dolichopodidae,Unid.,sp.,NA,Unid.sp.,1,0,1,Rickettsia,Weinert09
insecta,Endopterygota,diptera,Dolichopodidae,Unid.,sp.,NA,Unid.sp.,1,0,1,Rickettsia,Weinert09
insecta,Endopterygota,diptera,Dolichopodidae,Unid.,sp.,NA,Unid.sp.,1,0,1,Rickettsia,Weinert09
insecta,Endopterygota,diptera,Dolichopodidae,Unid.,sp.,NA,Unid.sp.,1,0,1,Rickettsia,Weinert09
insecta,Endopterygota,diptera,Dolichopodidae,Unid.,sp.,NA,Unid.sp.,1,0,1,Rickettsia,Weinert09
insecta,Endopterygota,diptera,Dolichopodidae,Unid.,sp.,NA,Unid.sp.,1,0,1,Rickettsia,Weinert09
insecta,Endopterygota,diptera,Dolichopodidae,Unid.,sp.,NA,Unid.sp.,1,0,1,Rickettsia,Weinert09
insecta,Endopterygota,diptera,Dolichopodidae,Unid.,sp.,NA,Unid.sp.,1,0,1,Rickettsia,Weinert09
insecta,Endopterygota,diptera,Dolichopodidae,Unid.,sp.,NA,Unid.sp.,1,0,1,Rickettsia,Weinert09
insecta,Endopterygota,diptera,Dolichopodidae,Unid.,sp.,NA,Unid.sp.,1,0,1,Rickettsia,Weinert09
insecta,Endopterygota,diptera,Dolichopodidae,Uropachys,fusticercus,NA,Uropachysfusticercus,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Dolichopodidae,Xanthochlorus,ornatus,NA,Xanthochlorusornatus,1,0,1,Rickettsia,Martin13
insecta,Endopterygota,diptera,Dolichopodidae,Xanthochlorus,ornatus,NA,Xanthochlorusornatus,1,0,1,Wolbachia,Martin13
insecta,Endopterygota,diptera,Drosophilidae,Dichaetophora,plana,NA,Dichaetophoraplana,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,dasycnemia,NA,Drosophiladasycnemia,56,12,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,dispar,NA,Drosophiladispar,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,equinoxialis,NA,Drosophilaequinoxialis,1,0,1,Wolbachia,Werren95
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,hydei,NA,Drosophilahydei,1,0,1,Cardinium,Weeks03
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,hydei,NA,Drosophilahydei,1,0,1,Wolbachia,Weeks03
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,immigrans,NA,Drosophilaimmigrans,15,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,innubila,Agaricus_bisporus,Drosophilainnubila,2861,982,1,Wolbachia,Unckless12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,kikkawai,NA,Drosophilakikkawai,22,1,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,malerkotliana,NA,Drosophilamalerkotliana,1,0,1,Wolbachia,Werren95
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,melanogaster,NA,Drosophilamelanogaster,1,0,1,Cardinium,Weeks03
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,melanogaster,NA,Drosophilamelanogaster,1,1,1,Wolbachia,Weeks03
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,melanogaster,NA,Drosophilamelanogaster,1,1,1,Wolbachia,Werren95
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,melanogaster,NA,Drosophilamelanogaster,1,0,1,Cardinium,ZchoriFein04
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,melanogaster,NA,Drosophilamelanogaster,1,1,1,Wolbachia,ZchoriFein04
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,nasuta,NA,Drosophilanasuta,3,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,nasutoides,NA,Drosophilanasutoides,2,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,nebulosa,NA,Drosophilanebulosa,1,0,1,Wolbachia,Werren95
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,neotestacea,Females,Drosophilaneotestacea,31,24,1,Wolbachia,Jaenike10
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,neotestacea,Females,Drosophilaneotestacea,20,15,1,Wolbachia,Jaenike10
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,neotestacea,Females,Drosophilaneotestacea,84,74,1,Wolbachia,Jaenike10
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,neotestacea,Females,Drosophilaneotestacea,91,88,1,Wolbachia,Jaenike10
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,neotestacea,Females,Drosophilaneotestacea,396,376,1,Wolbachia,Jaenike10
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,neotestacea,Females,Drosophilaneotestacea,80,75,1,Wolbachia,Jaenike10
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,neotestacea,Females,Drosophilaneotestacea,96,93,1,Wolbachia,Jaenike10
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,neotestacea,Females,Drosophilaneotestacea,192,182,1,Wolbachia,Jaenike10
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,neotestacea,Females,Drosophilaneotestacea,199,185,1,Wolbachia,Jaenike10
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,neotestacea,Females,Drosophilaneotestacea,166,156,1,Wolbachia,Jaenike10
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,neotestacea,NA,Drosophilaneotestacea,26,20,1,Wolbachia,Jaenike10
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,neotestacea,NA,Drosophilaneotestacea,86,67,1,Wolbachia,Jaenike10
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,neotestacea,NA,Drosophilaneotestacea,38,30,1,Wolbachia,Jaenike10
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,neotestacea,NA,Drosophilaneotestacea,53,44,1,Wolbachia,Jaenike10
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,neotestacea,NA,Drosophilaneotestacea,46,40,1,Wolbachia,Jaenike10
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,neotestacea,NA,Drosophilaneotestacea,17,11,1,Wolbachia,Jaenike10
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,neotestacea,NA,Drosophilaneotestacea,52,40,1,Wolbachia,Jaenike10
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,neotestacea,NA,Drosophilaneotestacea,20,18,1,Wolbachia,Jaenike10
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,neotestacea,NA,Drosophilaneotestacea,52,45,1,Wolbachia,Jaenike10
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,orientacea,NA,Drosophilaorientacea,12,10,1,Wolbachia,Jaenike10
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,orientacea,NA,Drosophilaorientacea,33,30,1,Wolbachia,Jaenike10
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,simulans,NA,Drosophilasimulans,146,134,1,Wolbachia,Carrington11
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,simulans,NA,Drosophilasimulans,176,165,1,Wolbachia,Carrington11
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,simulans,NA,Drosophilasimulans,222,208,1,Wolbachia,Carrington11
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,simulans,NA,Drosophilasimulans,538,501,1,Wolbachia,Carrington11
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,simulans,NA,Drosophilasimulans,205,193,1,Wolbachia,Weeks07
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,simulans,NA,Drosophilasimulans,135,127,1,Wolbachia,Weeks07
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,simulans,NA,Drosophilasimulans,126,116,1,Wolbachia,Weeks07
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,simulans,NA,Drosophilasimulans,188,169,1,Wolbachia,Weeks07
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,simulans,NA,Drosophilasimulans,1,0,1,Cardinium,ZchoriFein04
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,simulans,NA,Drosophilasimulans,1,1,1,Wolbachia,ZchoriFein04
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,sp.,Drosophila_group,Drosophilasp.,1,1,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,sp.,Drosophila_group,Drosophilasp.,1,1,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,sp.,Drosophila_group,Drosophilasp.,1,1,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,sp.,Drosophila_group,Drosophilasp.,1,1,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,sp.,Drosophila_group,Drosophilasp.,1,1,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,sp.,Drosophila_group,Drosophilasp.,1,1,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,sp.,Drosophila_group,Drosophilasp.,1,1,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,sp.,Drosophila_group,Drosophilasp.,1,1,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,sp.,Drosophila_group,Drosophilasp.,1,1,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,sp.,Drosophila_group,Drosophilasp.,1,1,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,sp.,Drosophila_group,Drosophilasp.,1,1,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,sp.,Drosophila_group,Drosophilasp.,1,1,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,sp.,Drosophila_group,Drosophilasp.,1,1,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,sp.,Drosophila_group,Drosophilasp.,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,sp.,Drosophila_group,Drosophilasp.,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,sp.,Drosophila_group,Drosophilasp.,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,sp.,Drosophila_group,Drosophilasp.,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,sp.,Drosophila_group,Drosophilasp.,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,sp.,Drosophila_group,Drosophilasp.,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,sp.,Drosophila_group,Drosophilasp.,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,sp.,Drosophila_group,Drosophilasp.,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,sp.,Drosophila_group,Drosophilasp.,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,sp.,Drosophila_group,Drosophilasp.,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,sp.,Drosophila_group,Drosophilasp.,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,sp.,Drosophila_group,Drosophilasp.,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,sp.,Drosophila_group,Drosophilasp.,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,sp.,Drosophila_group,Drosophilasp.,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,sp.,Drosophila_group,Drosophilasp.,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,sp.,Drosophila_group,Drosophilasp.,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,sp.,Drosophila_group,Drosophilasp.,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,sp.,Drosophila_group,Drosophilasp.,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,sp.,Drosophila_group,Drosophilasp.,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,sp.,Drosophila_group,Drosophilasp.,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,sp.,Drosophila_group,Drosophilasp.,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,sp.,Drosophila_group,Drosophilasp.,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,sp.,Drosophila_group,Drosophilasp.,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,sp.,Drosophila_group,Drosophilasp.,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,sp.,Drosophila_group,Drosophilasp.,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,sp.,Drosophila_group,Drosophilasp.,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,sp.,Drosophila_group,Drosophilasp.,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,sp.,Drosophila_group,Drosophilasp.,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,sp.,Drosophila_group,Drosophilasp.,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,sp.,Drosophila_group,Drosophilasp.,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,sp.,Drosophila_group,Drosophilasp.,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,sp.,Drosophila_group,Drosophilasp.,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,sp.,Drosophila_group,Drosophilasp.,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,sp.,Drosophila_group,Drosophilasp.,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,sp.,Drosophila_group,Drosophilasp.,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,sp.,Drosophila_group,Drosophilasp.,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,sp.,Drosophila_group,Drosophilasp.,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,sp.,Drosophila_group,Drosophilasp.,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,sp.,Drosophila_group,Drosophilasp.,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,sp.,Drosophila_group,Drosophilasp.,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,sp.,Drosophila_group,Drosophilasp.,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,sp.,Drosophila_group,Drosophilasp.,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,sp.,Drosophila_group,Drosophilasp.,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,sp.,Drosophila_group,Drosophilasp.,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,sp.,Drosophila_group,Drosophilasp.,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,sp.,Drosophila_group,Drosophilasp.,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,sp.,Drosophila_group,Drosophilasp.,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,sp.,Drosophila_group,Drosophilasp.,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,sp.,Drosophila_group,Drosophilasp.,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,sp.,Drosophila_group,Drosophilasp.,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,sp.,Drosophila_group,Drosophilasp.,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,sp.,Drosophila_group,Drosophilasp.,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,sp.,Drosophila_group,Drosophilasp.,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,sp.,Drosophila_group,Drosophilasp.,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,sp.,Drosophila_group,Drosophilasp.,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,sp.,Drosophila_group,Drosophilasp.,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,sp.,Drosophila_group,Drosophilasp.,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,sp.,Drosophila_group,Drosophilasp.,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,sp.,Drosophila_group,Drosophilasp.,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,sp.,Drosophila_group,Drosophilasp.,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,sp.,Drosophila_group,Drosophilasp.,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,sp.,Drosophila_group,Drosophilasp.,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,sp.,Drosophila_group,Drosophilasp.,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,sp.,Drosophila_group,Drosophilasp.,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,sp.,Drosophila_group,Drosophilasp.,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,sp.,Drosophila_group,Drosophilasp.,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,sp.,Drosophila_group,Drosophilasp.,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,sp.,Drosophila_group,Drosophilasp.,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,sp.,NA,Drosophilasp.,1,0,1,Wolbachia,Werren95
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,sp.,Scaptomyza_group,Drosophilasp.,1,1,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,sp.,Scaptomyza_group,Drosophilasp.,1,1,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,sp.,Scaptomyza_group,Drosophilasp.,1,1,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,sp.,Scaptomyza_group,Drosophilasp.,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,sp.,Scaptomyza_group,Drosophilasp.,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,sp.,Scaptomyza_group,Drosophilasp.,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,sp.,Scaptomyza_group,Drosophilasp.,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,sp.,Scaptomyza_group,Drosophilasp.,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,sp.,Scaptomyza_group,Drosophilasp.,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,sp.,Scaptomyza_group,Drosophilasp.,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,sp.,Scaptomyza_group,Drosophilasp.,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,sp.,Scaptomyza_group,Drosophilasp.,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,sturtevanti,NA,Drosophilasturtevanti,1,0,1,Wolbachia,Werren95
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,suzukii,NA,Drosophilasuzukii,24,3,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,testacea,NA,Drosophilatestacea,7,7,1,Wolbachia,Jaenike10
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,testacea,NA,Drosophilatestacea,18,12,1,Wolbachia,Jaenike10
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,tropicalis,NA,Drosophilatropicalis,1,1,1,Wolbachia,Werren95
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,wheeleri,NA,Drosophilawheeleri,1,0,1,Cardinium,Weeks03
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,wheeleri,NA,Drosophilawheeleri,1,0,1,Wolbachia,Weeks03
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,willistoni,NA,Drosophilawillistoni,10,3,1,Wolbachia,Muller12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,willistoni,NA,Drosophilawillistoni,9,6,1,Wolbachia,Muller12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,willistoni,NA,Drosophilawillistoni,8,6,1,Wolbachia,Muller12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,willistoni,NA,Drosophilawillistoni,11,3,1,Wolbachia,Muller12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,willistoni,NA,Drosophilawillistoni,9,4,1,Wolbachia,Muller12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,willistoni,NA,Drosophilawillistoni,10,8,1,Wolbachia,Muller12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,willistoni,NA,Drosophilawillistoni,3,3,1,Wolbachia,Muller12
insecta,Endopterygota,diptera,Drosophilidae,Drosophila,willistoni,NA,Drosophilawillistoni,1,1,1,Wolbachia,Werren95
insecta,Endopterygota,diptera,Drosophilidae,Hirtodrosophila,sp.,NA,Hirtodrosophilasp.,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Hirtodrosophila,sp.,NA,Hirtodrosophilasp.,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Hirtodrosophila,sp.,NA,Hirtodrosophilasp.,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Hirtodrosophila,sp.,NA,Hirtodrosophilasp.,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Leucophenga,scutellata,NA,Leucophengascutellata,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Mycodrosophila,sp.,NA,Mycodrosophilasp.,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Mycodrosophila,sp.,NA,Mycodrosophilasp.,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Mycodrosophila,sp.,NA,Mycodrosophilasp.,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Mycodrosophila,sp.,NA,Mycodrosophilasp.,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Mycodrosophila,sp.,NA,Mycodrosophilasp.,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Mycodrosophila,sp.,NA,Mycodrosophilasp.,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Mycodrosophila,sp.,NA,Mycodrosophilasp.,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Mycodrosophila,sp.,NA,Mycodrosophilasp.,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Mycodrosophila,sp.,NA,Mycodrosophilasp.,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Mycodrosophila,sp.,NA,Mycodrosophilasp.,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Mycodrosophila,sp.,NA,Mycodrosophilasp.,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Mycodrosophila,sp.,NA,Mycodrosophilasp.,1,0,1,Wolbachia,Bennett12
insecta,Endopterygota,diptera,Drosophilidae,Mycodrosophila,sp.,NA,Mycodrosophilasp.,1,0,1,Wolbachia,Bennett12
